comment_text;final_data;predicted_aspect;similarity_score
Pak Bapa saya mohon perrolongan bapak usia 49 thn berikanlah saya pekerjaan demi utk keluarga warga surabaya;mohon tolong usia beri kerja keluarga warga surabaya;Lainnya;0.0
PDAM sing air diminum opo rek.... ono sing doyan ta ngombe air PDAM... digodok wae rasane ane... iya nek jaman 90 an jik kolu diombe... saiki gae adus wae butek... :face_with_hand_over_mouth:;pdam air minum kawan suka ta minum air pdam rebus aja aneh jaman an sanggup minum pakai mandi aja keruh;Lainnya;0.03988386143639863
Air PDAM murah tapi butek,percuma cak;air pdam murah butekpercuma kak;Harga;0.1766208210678486
Selamat Hari Air kawan :droplet::smiling_face_with_open_hands:;selamat air kawan;Lainnya;0.0
Selamat hari air:smiling_face_with_open_hands::smiling_face_with_open_hands:;selamat;Lainnya;0.0
Selamat hari air :raised_hand_dark_skin_tone::person_dark_skin_tone::raised_back_of_hand_dark_skin_tone:;selamat air;Lainnya;0.0
Selamat hari air:clapping_hands:;selamat air;Lainnya;0.0
kerenn:fire:;keren;Lainnya;0.0
Mari terus menjaga dan menghemat air:blue_heart::droplet:;mari jaga hemat air;Lainnya;0.0
Air adalah zat kimia yang terdiri dari dua atom hidrogen dan satu atom oksigen, dengan rumus kimia H2O :globe_showing_Asia-Australia::droplet:;air zat kimia atom hidrogen atom oksigen rumus kimia ho globeshowingasia australia;Lainnya;0.0
Min @pdamsuryasembada air dirumahku kenapa ngalirnya kecil sekali:crying_face: tidak seperti biasanya dalam beberapa waktu terakhir;admin air rumah ngalirnya kecil tidak dalam;Air Tidak Mengalir;0.11064193581244515
Selamat Hari Air :white_heart:;selamat air;Lainnya;0.0
Keren :clapping_hands:;keren;Lainnya;0.0
kerennn:fire:;keren;Lainnya;0.0
admin tolong cek dm yaa;admin cek pesan;Pelayanan;0.16733060923609336
Halo kak, kebraon sek suwe ta murupe? Gaonok info blas moro2 mati rek;halo kak kebraon sek suwe ta nyala gaada informasi sama sekali moro mati kawan;Lainnya;0.034525149097959756
PDAM Kebraon mati bossqueee. Mana matinya di jam primee hadehhh. Gini kok malah yang dikantor joged joged tiktok terusss. Herann;pdam kebraon mati bos ku mati jam aduh gin kantor joget joget tiktok heran;Air Tidak Mengalir;0.06210482560200401
Pdam Kebraon mati kah?;pdam kebraon mati;Air Tidak Mengalir;0.1257435707495748
Selesai jam berapa pak??;selesai jam;Lainnya;0.0
PDAM kebraon grandharvest matiiii pagi pagiii minnn :crying_face:;pdam kebraon grandharvest mati pagi pagi admin;Air Tidak Mengalir;0.05698642519893437
Min. Daerah dukuh bulu air mati seharian min;admin daerah dukuh bulu air mati hari admin;Air Tidak Mengalir;0.05746309734253351
AIR PDAM kebraon mati tapi gak ada info sama sekali,kacau ini jam aktivitas kerja dan sekolah loh ini;air pdam kebraon mati tidak informasi sekalikacau jam aktivitas kerja sekolah loh;Lainnya;0.045931770097208786
Kenapa upload foto meteran di aplikasi susah ? Loading terus;unggah foto meter aplikasi susah loading;Lainnya;0.047671280132859956
Pdam Kebraon belom menyala pak . Sampai sekarang .. pada mau berangkat kerja dan sekolah ini pak . Mohon segera di aliri. Air pak;pdam kebraon nyala berangkat kerja sekolah mohon alir air;Air Tidak Mengalir;0.10334395708639106
Sebaiknya kalau ada giat pekerjaan mematikan aliran Air PDAM kepada Warga. Beberapa hari sebelumnya ada pemberitahuan agar warga dapat mempersiapkan dampaknya. Kebraon mati dari tadi jam 7.30 sampai pukul 13.10 juga belum mengalir. PDAM bisa lebih profesional dalam pelayanan kepada masyarakat. Bukan hanya maaf saja. Agar tidak menjadi Budaya pelayanan apa adanya :fire::fire:;giat kerja mati alir air pdam warga pemberitahuan warga siap dampak kebraon mati jam alir pdam profesional dalam layan masyarakat bukan maaf tidak budaya layan;Air Tidak Mengalir;0.23733074443322782
PDAM Kebraon mati sampai kapan ini??;pdam kebraon mati;Air Tidak Mengalir;0.1257435707495748
Mestiiiii lak kebiasaan @pdamsuryasembada senengane mateni banyu gak atek woro².;biasa suka mati air tidak pakai umum;Air Tidak Mengalir;0.05718721069546709
Tolong ditindaklanjuti ya min @pdamsuryasembada . Air di kebraon mati dari sesudah subuh. Orang mau berangkat kerja jadi ga bisa mandi nih. Terima kasih:folded_hands:;ditindaklanjuti admin air kebraon mati subuh berangkat kerja ga mandi terima kasih;Lainnya;0.04640745665501264
Pdam Kebraon mati @pdamsuryasembada  gimana ini ? Anak & suami mau sekolah & kerja, gak ada air;pdam kebraon mati anak suami sekolah kerja tidak air;Air Tidak Mengalir;0.05179313305372183
Kapan murupe Iki banyune min daerah Kemlaten? @pdamsuryasembada;nyala air admin daerah kemlaten;Lainnya;0.0
Kenapa sampai menjelang sore blm mengalir juga?? @pdamsuryasembada;jelang sore alir;Air Tidak Mengalir;0.1428076064104495
Daerah lontar kenapa gak ngalir lagi airnya;daerah lontar tidak alir air;Air Tidak Mengalir;0.1650958226080459
Bapak bapak apakah air matinya masih lamaa, kebraon dari pagi niiih. Mau mandii uda soreee;air mati lamaa kebraon pagi niiih mandi uda soreee;Lainnya;0.04474396178456271
Dari tadi di kolom komen estimasi 1 jam slesai tp smpek jam set 12 belom nyala nih air HMMM;kolom komen estimasi jam selesai jam set air;Lainnya;0.0
Terpantau di Sumberan balas klumprik masih belom nyala ya min :sweat_droplets:...;pantau sumber balas klumprik admin;Lainnya;0.0
PDAM daerah kebraon mati sampai jam brp pak?air mati di jam2 org mau beraktifitas;pdam daerah kebraon mati jam pak air mati jam aktivitas;Air Tidak Mengalir;0.09850433978866885
selamat pagi, mau nanya ini kak admin, air di kebraon balas klumprik kok smpe pagi ini masih belum mengalir, mohon info apakah masih macet atau masih diperbaikki, terima kasih;selamat pagi kak admin air kebraon balas klumprik pagi alir mohon informasi macet diperbaikki terima kasih;Meteran (Macet/Bermasalah);0.10189804413225409
PDAM Kebraon masih mati, lama sekali;pdam kebraon mati;Air Tidak Mengalir;0.1257435707495748
@pdamsuryasembada Air padam di wilayah Kelurahan Kebraon. Perbaikan sudah selesai atau belum? Kapan menyala/normalisasi lagi? Terimakasih.;air padam wilayah lurah kebraon baik selesai nyala normal terimakasih;Lainnya;0.0
Sumberan bongko banyumu,cak @pdamsuryasembada;sumber bongko banyumucak;Lainnya;0.0
@pdamsuryasembada Tolong ditindaklanjuti dengan segera, daripada kena marah warga yang terdampak air padam. Tadi awalnya sampai dengan 1 jam (sekitar pukul 9 pagi), air dalam proses normalisasi. Tapi kenyataannya sampai sekarang air belum nyala.;ditindaklanjuti kena marah warga dampak air padam jam pagi air dalam proses normalisasi nyata air;Air Tidak Mengalir;0.11294788218537663
Ayoo pak Ndak dinyalakan air Kebraon , Iki akeh aktifitas pak;ayoo tidak nyala air kebraon akeh aktivitas;Lainnya;0.0
kasih info dong nih mati jugaa :loudly_crying_face:;kasih informasi mati;Air Tidak Mengalir;0.10630007265549914
Jedengku Pesing...gak iso di gebyur...sampai Saiki area balasklumprik jek mati banyune;kamar mandi ku pesing ga gebyursampai area balasklumprik mati air;Lainnya;0.041895274357057755
Kebraon indah permai air mati pagi ini;kebraon indah permai air mati pagi;Air Tidak Mengalir;0.0643169244826242
Kebraon PDAM e mati bos. Iki jam kerjo. Mosok budal kerjo gag adus;kebraon pdam nya mati bos jam kerja berangkat kerja tidak mandi;Lainnya;0.04633519396999398
PDAM  Kebraon kok mati lagi padahal td sudah nyala tp sebentar ini gmn ya;pdam kebraon mati sebentar;Air Tidak Mengalir;0.07882256974910876
kebraon mati om banyue, Ya Allah;kebraon mati om air allah;Air Tidak Mengalir;0.06878289996261207
Iya pak saya di Kebraon Utama RT 01 mati dari pagi, ada apa ya;kebraon utama mati pagi;Air Tidak Mengalir;0.07462766825692438
Pdam Kebraon mati dr tadipagi sampe sekarang belum bisa,  knapa ini ya?;pdam kebraon mati tadipagi knapa;Air Tidak Mengalir;0.06217774315369622
Sampai sekarang kemlaten masih mati airnya min @pdamsuryasembada;kemlaten mati air admin;Air Tidak Mengalir;0.08963924064413493
Daan tdk diinfo sama sekali. Pas km mandi waktu nguras pagi,pas air mati;daan tidak info pas mandi nguras pagipas air mati;Lainnya;0.04458601050539358
Pdam kebraon kok blm nyala ...jam brp nyalanya ini;pdam kebraon jam alir;Air Tidak Mengalir;0.18203268878083312
pakk, PDAM kebraon mati :loudly_crying_face::loudly_crying_face:;pakk pdam kebraon mati;Air Tidak Mengalir;0.08172652646110341
Sido E nyala jam piro Min ,Kebraon Iki ?;sido nya jam piro admin kebraon;Lainnya;0.0
Air di daerah kebraon kok masih belum nyala;air daerah kebraon;Lainnya;0.0
kalau ada perbaikan mohon ada pemberitahuan. jadi bisa persiapan air, dan air bersih di bak mandi tidak tercampur dengan air keruh. kalau begini saya harus kuras bak mandi. MOHON DAPAT DIJADIKAN PERTIMBANGAN DI KEMUDIAN HARI.;baik mohon pemberitahuan siap air air bersih bak mandi tidak campur air keruh kuras bak mandi mohon jadi timbang;Lainnya;0.046398966678197553
Semangatnpak :clapping_hands:;semangat pak;Lainnya;0.0
Di lontar belum nyala;lontar;Lainnya;0.0
Pdam klumprik mati belum nyala;pdam klumprik mati;Air Tidak Mengalir;0.09747680703390459
Pdam kebraon mati lagi nih?;pdam kebraon mati;Air Tidak Mengalir;0.1257435707495748
Kebraon mati air PDAM e..haduw pagi² lagi;kebraon mati air pdam pagi;Air Tidak Mengalir;0.09758640946964951
Mbok ngasih pengumuman dulu baru dimatikan min, ini malah sebaliknya bolak balik komplain tp gak diperhatikan sarannya customer, padahal kan klo ada acara perbaikan itu ada planningnya gak grusak grusuk;mbok umum mati admin kali kali komplain tidak perhati saran customer kan baik planningnya tidak grusak grusuk;Pelayanan;0.12585152961152551
Waduuh ini PDAM KEBRAON belum nyala kahhh?? Tolongg pakk nyalakan airnyaa, butuh iniii;waduuh pdam kebraon kahhh tolongg pakk nyala airnyaa butuh iniii;Lainnya;0.0
sampai jam brp ini Kebraon PDAMnya nyala boss???;jam kebraon pdamnya bos;Lainnya;0.0
Kapan nyala iki kebraon, info pok'o minnnnnn, budal kerjo mosok Raup tok;kebraon informasi poko minnnnnn berangkat kerja raup tok;Lainnya;0.0
Tolong dong, daerah hr muhammad tepatnya dukuh kawal kali kendal air kok mati nyala pun malem. Pdhal kemarin2 sudah lancar, knp balik lagi seperti ini?;daerah muhammad tepat dukuh kawal kendal air mati malam lancar kali kali;Pelayanan;0.15424686650196784
halo min daerah kedurus ini kapan airnya bisa nyala? dari pagi airnya mati;halo admin daerah kedurus air pagi air mati;Air Tidak Mengalir;0.06774950050556684
Kenapa yg d daerah bogangin kedurus skitar mati tanpa pmberitahuan sblmnya min... Auto nabyak nabyak :person_facepalming:;daerah bogangin kedurus mati pemberitahuan admin auto nabrak nabrak;Pelayanan;0.06198159399808977
Kebiasaan, perbaikan waktu pagi² dan mau siap² berangkat kerja. Berapa jam ini perbaikannya!;biasa baik pagi berangkat kerja jam baik;Lainnya;0.0
Heleeehhh postingannya telat nah min :crying_face:;postingannya lambat admin;Lainnya;0.0
kedurus ini kapan selesainya jamberapaaaaaa air normaaal?;kedurus selesai jam berapa air normal;Lainnya;0.0
Min...min daerah Kebraon bkok belom nyala dari pagi Ampe sekarang ini gmn saya mau aktifitas klo gak ada air sama sekali;minmin daerah kebraon b kok pagi aktivitas tidak air;Lainnya;0.0
Kedurus jg mati ya min aernya;kedurus mati admin air;Air Tidak Mengalir;0.10129543028151443
Daerah lontar kok mati ya;daerah lontar mati;Air Tidak Mengalir;0.10174277326734092
Lontar jg mati;lontar mati;Air Tidak Mengalir;0.11434839407424724
Ya Rabb :palms_up_together:;rabb;Lainnya;0.0
Masya allah tabarakallah :palms_up_together:;masya allah tabarakallah;Lainnya;0.0
Tercerahkan saya:raising_hands:;cerah;Lainnya;0.0
semoga keberkahan selalu berpihak pada kita;moga berkah pihak;Lainnya;0.0
sangat bermanfaat mimin :smiling_face_with_heart-eyes::smiling_face_with_open_hands:;manfaat admin;Lainnya;0.0
Masyaallaah :man_bowing::smiling_face_with_open_hands:;masyaallaah;Lainnya;0.0
subhanallah;subhanallah;Lainnya;0.0
Aamiin;aamiin;Lainnya;0.0
masyaAllah;masyaallah;Lainnya;0.0
mashaAllah:palms_up_together::sparkles:;mashaallah;Lainnya;0.0
airnya mati sampai kpn ya? kenapa pemadaman air nya di saat orang sedang mau aktivitas? area terdampak nya kedurus ini mati;air mati padam air nya aktivitas area dampak nya kedurus mati;Air Tidak Mengalir;0.23845197785113934
masyaallah:palms_up_together_light_skin_tone:;masyaallah;Lainnya;0.0
masya Allah;masya allah;Lainnya;0.0
Kalo matikan air itu ada pemberitahuan dong,biar org juga persiapan. Area kedurus mati, gimana sihhh;mati air pemberitahuan dongbiar siap area kedurus mati sihhh;Air Tidak Mengalir;0.0896209497234011
Catat meter tiap bulan dimulai dr tgl brp ya?;catat meter mulai tanggal;Meteran (Macet/Bermasalah);0.0615132109439735
Upload foto susah;unggah foto susah;Lainnya;0.0
Lagi² nggak ada info,, air mati 17 Maret jam 6 pagi  daerah lontar;tidak informasi air mati maret jam pagi daerah lontar;Air Tidak Mengalir;0.059079175855165575
Rumah saya terdampak di daerah Jl Mastrip. Apa perbaikan akan sampai sore hari?;rumah dampak daerah jalan mastrip baik sore;Air Tidak Mengalir;0.1781745242989199
MINTA TOLONG BILA ADA RENCANA UNTUK PEMADAMAN PDAM BISA DI SHARE DI IG. MINIMAL PELANGGAN BISA MENAMPUNG AIR NYA. TERIMA KASIH;rencana padam pdam share instagram minimal langgan tampung air nya terima kasih;Lainnya;0.0
semoga puasa tahun ini dapat di lancarkan, amin ya rab :palms_up_together_medium-dark_skin_tone:;moga puasa lancar amin rab palmsuptogethermedium darkskintone;Lainnya;0.0
jos;jos;Lainnya;0.0
syukron katsiron:raising_hands::fire:;syukron katsiron;Lainnya;0.0
Pagi ini daerah Krembangan tiba2 air tidak keluar;pagi daerah krembangan air tidak keluar;Air Tidak Mengalir;0.11019282229123116
Seru banget minn :partying_face:;seru minn;Lainnya;0.0
OMG :face_with_open_mouth:;oh my god;Lainnya;0.0
Sambil mikir ntar beli takjil apa lagi ya :face_with_tears_of_joy:;mikir beli takjil;Lainnya;0.0
Cuaaakeeep puooool min ngakakan:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:;keren admin mudah tertawa;Lainnya;0.0
Nungguin buka sambil nyemil enak kali yaa;nungguin buka nyemil enak;Lainnya;0.0
Bikin lagi min vt yang bikin orang ketiwir2 ojok up banyu tok:smiling_face_with_heart-eyes:;bikin admin video tiktok bikin ketawa unggah air aja;Lainnya;0.0
@nayaaptr @sylliphany @_almalikaaa naya punya kemampuan spesial bess:face_screaming_in_fear::face_screaming_in_fear:;naya mampu spesial sahabat;Lainnya;0.0
Semoga sukses dan bermanfaat;moga sukses manfaat;Lainnya;0.0
Apa pelanggan PDAM kota Surabaya dapat keringanan biaya tagihan PDAM;langgan pdam kota surabaya ringan biaya tagih pdam;Harga;0.18839594545161947
Maaf mau tanya pak saya sudah dftar sudah di surve juga tapi belum dapat wa atau pemberitahuan dari kantor untuk pembayaran dan no kontraknya gimana ya pak;maaf daftar survey whatsapp pemberitahuan kantor bayar kontrak;Pemasangan;0.17471326917239743
Selamat pagi. Mohon cek DM ya. Gangguan air di injoko gayungan;selamat pagi mohon cek pesan ganggu air injoko gayung;Pelayanan;0.07778954777953893
Mohon info hari ini apakah Baratajaya juga mati air?;mohon informasi baratajaya mati air;Air Tidak Mengalir;0.07528423709035015
Halo min manukan kulon dirumah saya smp saat ini blom nyala sama sekali.. Gimana ini?;halo admin manuk kulon rumah;Lainnya;0.0
Sampek sekarang masih pelan minn keluar airx, apakah belum selesei yaa;pelan minn keluar airx selesei;Air Tidak Mengalir;0.08069586930375199
Apakah jalan Arjuno kena dampaknya,?? Dari kemarin sore Airnya keluar nya kecil;jalan arjuno kena dampak sore air keluar nya kecil;Air Tidak Mengalir;0.32920005098611455
Mohon info min, raya lontar dekat pintu keluar ptc sudah beberapa hari ini aliran air mengecil, tengah malam yang biasanya kencang ini sama saja mengecil, mohon di tindak lanjuti min @pdamsuryasembada :folded_hands::folded_hands:;mohon informasi admin raya lontar pintu keluar ptc alir air kecil malam kencang kecil mohon tindak lanjut admin;Air Tidak Mengalir;0.22858753160713688
Luar biasa :clapping_hands:salam dari Makassar;salam makassar;Lainnya;0.0
Air pakuwon sby barat kecil lagi;air pakuwon surabaya barat kecil;Air Tidak Mengalir;0.11576698375582317
Luar biasa...indahnya berbagi;biasa indah bagi;Lainnya;0.0
Abah aripin;abah aripin;Lainnya;0.0
:red_heart::red_heart::red_heart: salam kenal Travel Pijat keseleo kecetit;salam kenal travel pijat keseleo kecetit;Lainnya;0.0
PDAM Surya sembada;pdam surya sembada;Lainnya;0.0
Waduh dr siang air ga kluar ini ditambah ada gangguang estimasi 6 jam sisan. Bayar larang2 banyue metu sak karepe dewe;siang air ga keluar tambah ganggu estimasi jam bayar mahal air keluar mau;Harga;0.15127904968114775
Dari dulu optimalisasi terus;optimalisasi;Lainnya;0.0
Kak...minta info untuk daerah bangkingan PDAM mati ?;kak minta informasi daerah bangking pdam mati;Air Tidak Mengalir;0.05611135380760671
Kalau pengerjaan ganti stop kran telah selesai terlebih dahulu, baru langsung pembayaran  apa bisa?;kerja ganti stop keran selesai bayar;Meteran (Macet/Bermasalah);0.07664038698537094
Klo rembes pipa dalam apakah bisa minta tlng PDAM buat deteksi ?mohon pencerahannya;resap keluar pipa dalam pdam deteksi mohon cerah;Kebocoran;0.38935002410842845
Mantab infonya min :clapping_hands:;mantap info admin;Lainnya;0.0
Di Daerah saya masih kesulitan air. Kalau mau air kita harus nampung air hujan dulu karena belum ada sambungan PDAM masuk ke rumah padahal dekat dengan kota besar bukan di pelosok desa desa. :crying_face:sudah lama seperti ini sedih nya;daerah sulit air air tampung air hujan sambung pdam masuk rumah kota bukan pelosok desa desa sedih nya;Pemasangan;0.11580512954977744
Kuweerenn:fire::fire::fire:;keren;Lainnya;0.0
Bukan puasa makin mengecil cenderung tdk keluar;bukan puasa kecil cenderung tidak keluar;Air Tidak Mengalir;0.19764644676527385
Jangan buang2 air percuma, air adalah aset kehidupan;buang air air aset;Lainnya;0.0
Air nya blm bisa langsung diminum .. Kpn teknologi ini diterapkan @pdamsuryasembada;air nya minum teknologi terap;Lainnya;0.0
Bulan puasa air malah mengecil cenderung tdk keluar daerah tambak dalam asemrowo;puasa air kecil cenderung tidak keluar daerah tambak dalam asemrowo;Air Tidak Mengalir;0.15039386956906858
Pengajuan selalu diundur2 kayabundur2 dari 2024 sampai sekarang blm jelas kendala apanjuga ndak ada info sampai apk cis sdh dihapus;aju undur kendala apa juga tidak informasi aplikasi cis hapus;Pemasangan;0.11415776665141183
2025 masih belom merata pemasangan pipa PDAM di tempat depan persil gudang.. tolong agar bisa segera dilakukan pemasangan pipa induk PDAM bapak @ericahyadi_ @cakj1;rata pasang pipa pdam persil gudang pasang pipa induk pdam;Kebocoran;0.20957684377583763
@pdamsuryasembada_ tlg d respon;respon;Pelayanan;0.2751311857081281
Editornya ky Hujan di bulan Juni :clapping_hands::smiling_face_with_heart-eyes:;editor hujan;Lainnya;0.0
luar biasa edukasinya:fire:;edukasi;Lainnya;0.0
Semoga bisa meningkatkan kualitas air nya, bukan sekedar edukasi aja ke masyarakat, jadi kita gak harus laporan tiap bulan perihal air keruh.. Mohon jadi perhatiannya. Terima kasih;moga kualitas air nya bukan edukasi masyarakat tidak lapor perihal air keruh mohon perhati terima kasih;Air Kotor/Bau;0.15386367259338812
Teruskah berbenah, teruslah membaik, teruslah menjadi unggulan :fire::fire:;terus benah terus baik terus unggul;Lainnya;0.0
Min di daerah jojoran rumah saya ko keluar nyaa kecil ya min masa nunggu malem hari baru bisa naik ke dalem rumah air nya min;admin daerah jojoran rumah keluar nya kecil admin nunggu malam naik dalam rumah air nya admin;Air Tidak Mengalir;0.12486243988041046
Kecewa banget sama pdam;kecewa pdam;Lainnya;0.0
Terima kasih PDAM Surya Sembada Surabaya kami di daerah Karah  bisa menikmati air yang bersih dari  pada dulu pakai air sumur banyak menimbulkan masalah.;terima kasih pdam surya sembada surabaya daerah karah nikmat air bersih pakai air sumur timbul masalah;Meteran (Macet/Bermasalah);0.09524911868518211
karang menjangan juga min minta tolong airnya ga keluar;karang menjangan admin air ga keluar;Air Tidak Mengalir;0.09723863697215779
Sampai sekarang d daerah Tales masih mati...mohon perhatiannya;daerah tales mati mohon perhati;Air Tidak Mengalir;0.06562571380202845
karangan wiyung hari ini 7 maret gak keluar,,tapi tetangga kanan kiri air nya normal;karang wiyung maret tidak keluartapi tetangga kanan kiri air nya normal;Lainnya;0.0
Sudah saya DM ya min @pdamsuryasembada;pesan admin;Pelayanan;0.22066519457941797
Sudah 2025 tapi pipa induk belom masuk sepenuh nya di gunung anyar tambak IV (modern barat) :crying_face:@pdamsuryasembada @ericahyadi_ @cakj1;pipa induk masuk sepenuh nya gunung anyar tambak iv modern barat;Kebocoran;0.11138660827558267
bendul bayune mati,lekkk @pdamsuryasembada;bendul bayune matilekkk;Lainnya;0.0
min kawasan kampung seng nyala airnya malam terus. mohon di cek.;admin kawasan kampung seng air malam mohon cek;Lainnya;0.0
Mohon maaf, bisa tolong dibantu untuk menindaklanjuti laporan saya tentang air keruh di daerah Ngagel Jaya Selatan. Tgl 26 Februari saya sudah lapor via WA dan tgl 4 Maret saya lapor lagi via WA. Mohon jadi perhatian ya untuk kualitas air, karena kamu gunakan untuk kebutuhan sehari-hari. Terima kasih :clapping_hands_light_skin_tone:;mohon maaf bantu menindaklanjuti lapor air keruh daerah ngagel jaya selatan tanggal februari lapor via whatsapp tanggal maret lapor via whatsapp mohon perhati kualitas air guna butuh hari terima kasih clappinghandslightskintone;Air Kotor/Bau;0.0861532534742758
Menyala :fire:;nyala;Lainnya;0.0
Emang kalau mau pasang baru kena biaya berapa min;pasang kena biaya admin;Pemasangan;0.19934574089498425
Min, klo pasang baru pdam. Untuk tempat usaha kontrak gitu, harus ada surat tanahnya?;admin pasang pdam usaha kontrak surat tanah;Pemasangan;0.13471350002957233
Min,, sahur-sahur kok air di manukan di matiin sih? Apa ada perbaikan yaa? @pdamsuryasembada;admin sahur sahur air manuk matiin sih baik;Lainnya;0.0
Masih kurang berapa lama lagi min ?;admin;Lainnya;0.0
Kenapa mendadak selalu sih....;dadak sih;Pelayanan;0.2742349275151333
Daerah Wisma Pagesangan kok jadi ikutan mati airnya, kenapa selalu begini sih @pdamsuryasembada, capek banget sayaa;daerah wisma pagesangan mati air sih capek sayaa;Lainnya;0.04543536732482712
kmrn depan rumah pdam bocor iseng ke pengaduan di aplikasi saya kira bakal datang 3 harian.. lho gak taunya langsung gercep.. hari itu juga datang.. good job..;rumah pdam bocor adu aplikasi kira datang hari loh tidak tahu nya gerak cepat datang good job;Pelayanan;0.22576177180210613
min tlg d cek,q mau byr tagihan ini tp koq GK bisa kluar tagihan nya,katanya pembayaran periode 1 mulai tgl 1-15,lah skrg msh tgl 14 koq GK bisa kluar tagihan nya,tlp ke cs malah d suruh byr tgl 16 saja sekalian byr tagihan bulan selanjutnya;admin cekq bayar tagih ga keluar tagih nyakatanya bayar periode tanggal tanggal ga keluar tagih nyatlp layan langgan suruh bayar tanggal bayar tagih;Harga;0.2374714669878408
Ijin bertanya admin bukaan atau tutupan itu apa?;ijin admin buka tutup;Lainnya;0.0
"air diarea tegalsari udh 4hari ini kenapa keruh terus"" an ya? ada perbaikan atau apa?";air area tegalsari keruh an baik;Air Kotor/Bau;0.10122742865957936
Ok thanxs;ok terima kasih;Lainnya;0.0
Air di graha sampurna, wiyung? Mati? Ga ada info?;air graha sampurna wiyung mati ga informasi;Air Tidak Mengalir;0.05326163374174424
Pdam emang tarifnya naik kah? Kok ini saya cuma 2 keluarga pemakai habisnya 600rban..:crying_face::crying_face:;pdam tarif naik keluarga pakai habis ribu an;Harga;0.18903113989407144
Kelurahan Medokan Ayu apa termasuk min?;lurah medok cantik admin;Lainnya;0.0
Kmren sy tolak krn surat pemberitahuan tidak ada tlg proses pergantianny pelanggan di info dulu surat resmi jgn lgsung ada orang datang kerumah rawan penipuan & perampokan;tolak surat pemberitahuan tidak proses ganti langgan informasi surat resmi datang ke rumah rawan tipu ampo;Pelayanan;0.10000295486603802
air saya udah bbrp hari ini bau kaporit bgt knp ya??;air bau kaporit banget;Air Kotor/Bau;0.42317518383418956
"Kemarin sudah diganti, setahun uda 2x .. bapak"" yang catat meteran gercep .. tau mati langsung laporan yang punya rumah, bahwa meteran matii .. gak kayak PLN, meteran mati sudah bertahun"" ( saya kontrak baru 1 tahun ).. jadi tiap bulan ak bayar cuma abonemen aja, mana tau saya kalau meterran rusak .. ehh ndilalah kmrn yang catat meteran ganti orang, langsung d report kalau meteran matiii .. dan alhasil saya membayar tagihan 6 bulan ke belakang.. total 1,2 jutaa ..";ganti tahun uda x catat meter gerak cepat mati lapor rumah meter mati tidak kayak pln meter mati tahun kontrak bayar abonemen meterran rusak ehh ndilalah catat meter ganti report meter mati alhasil bayar tagih belakang total jutaa;Meteran (Macet/Bermasalah);0.1676645417474025
sememi kapan pak?;mem;Lainnya;0.0
Punya saya abis ganti meteran baru malah abis banyak :loudly_crying_face::loudly_crying_face::loudly_crying_face:;habis ganti meter habis;Meteran (Macet/Bermasalah);0.12431581231856287
mbayar tdk ?;bayar tidak;Harga;0.18138046498038912
Kapan peremajaan kwalitas air broo..??? Bertahun thn kwaliatas air gk pernah stabil & lbh sering keruh;remaja kualitas air kawan tahun kualitas air ga stabil keruh;Air Kotor/Bau;0.26938535131489144
benar gratis ya min, soalnya dulu saya pernah tanya klau ganti meteran air ada biaya;benar gratis admin klau ganti meter air biaya;Harga;0.24788317971371393
ini kenapa kualitas jelek banget sih beberapa bulan ini...kadang keluar putih kayak kecampuran susu...kirain mah anak main sabun di dalam bak..eh ternyata kualitas airnya....trz kalo di buat mandi knpa malah jd gatal2...dan beberapa hari ini keruh banget..sampe aq kasih kaos kaki keran nya..:crying_face::crying_face::crying_face: dan setelah di cuci kaos kakinya blm ada 3 hari..kotor buanget...apa di semua wilayah ya??;kualitas jelek sih ini kadang keluar putih kayak campur mah anak main sabun dalam bak kualitas air mandi gatal dan keruh sekali sampai kasih kaos kaki keran nya cuci kaos kaki beberapa hari kotor sekali apa wilayah;Air Kotor/Bau;0.21190170159636004
Kaca meter air rumah saya mengembun dan buram, harus melakukan pengajuan penggantian dl atau bagaimana min ?;kaca meter air rumah embun buram laku aju ganti dl admin;Meteran (Macet/Bermasalah);0.33068380218462873
Bubutan bisa kah?;bubut;Lainnya;0.0
@kholifiaworo iki lo yo g ada surat menyurat perijinan dr RT ? Tiba tiba dateng aja ke rumah;ga surat surat perijinan datang rumah;Pelayanan;0.07684477737090771
Punya saya meteran mati, sudah TTD di aplikasi petugas sampai skrg gak ada lanjutan min;meter mati ttd aplikasi tugas tidak lanjut admin;Air Tidak Mengalir;0.05756846365147838
Semenjak meteran rumah saya di ganti sekarang air di rumah saya Ndak menyala;semenjak meter rumah ganti air rumah tidak nyala;Meteran (Macet/Bermasalah);0.12458651526421545
Pak,,klu mau meninggikan meteran bayar nggak ya? Soalnya letaknya ada dibawah sekali dan sangat menyusahkan petugas klu mau cek meteran;pakklu tinggi meter bayar tidak letak bawah susah tugas klu cek meter;Meteran (Macet/Bermasalah);0.06899539667763963
free kah min ??;gratis admin;Harga;0.3030529563227158
Byk yg protes kl stlh diganti meteran maka tagihannya sdh naik tajam padahal org nya ya sama persis bertahun2, bener ya?;protes ganti meter maka tagih naik tajam nya persis tahun benar;Harga;0.13121075473296395
Sya SBY barat PK kok blm d gnti ya;surabaya barat ganti;Meteran (Macet/Bermasalah);0.10664890544496633
