comment_id,comment_text,segmented_text,tokens_segmented_text,stemmed_segmented_text,true_aspect,predicted_aspect,similarity_score
26703,"PDAM/PERUSAHAN AIR MANDI,BUKAN AIR MINUM, KARENA DI RUMAH SAYA WILAYAH SURABAYA BARAT/ SIMOMULYO BARU AIRNYA SELALU KOTOR WALAUPUN SUDAH DIPASANG FILTER,MOHON PERHATIANNYA UNTUK PIHAK YANG TERKAIT TERIMAKASIH.","pdam perusahaan air mandi , bukan air minum ,","['pdam', 'perusahaan', 'air', 'mandi', ',', 'bukan', 'air', 'minum', ',']","pdam usaha air mandi , bukan air minum ,",Air Kotor/Bau,Air Kotor/Bau,0.6228840252087477
26703,"PDAM/PERUSAHAN AIR MANDI,BUKAN AIR MINUM, KARENA DI RUMAH SAYA WILAYAH SURABAYA BARAT/ SIMOMULYO BARU AIRNYA SELALU KOTOR WALAUPUN SUDAH DIPASANG FILTER,MOHON PERHATIANNYA UNTUK PIHAK YANG TERKAIT TERIMAKASIH.","karena rumah wilayah surabaya barat simomulyo baru air selalu kotor sudah pasang filter , mohon perhati terkait terima kasih .","['karena', 'rumah', 'wilayah', 'surabaya', 'barat', 'simomulyo', 'baru', 'air', 'selalu', 'kotor', 'sudah', 'pasang', 'filter', ',', 'mohon', 'perhati', 'terkait', 'terima', 'kasih', '.']","karena rumah wilayah surabaya barat simomulyo baru air selalu kotor sudah pasang filter , mohon perhati kait terima kasih .",Air Kotor/Bau,Air Tidak Mengalir,0.2867008778021618
26729,Mereka kerja tapi saya dirumah air tidak jalan. Sudah laporan 3 kali cuma dapat solusi di tunggu ya. Segera di tindak lanjuti kok Bu. Tapi sampai sekarang air di rumah saya masih belum mengalir,tapi rumah air tidak jalan . sudah laporan solusi tunggu . tindak bu .,"['tapi', 'rumah', 'air', 'tidak', 'jalan', '.', 'sudah', 'laporan', 'solusi', 'tunggu', '.', 'tindak', 'bu', '.']",tapi rumah air tidak jalan . sudah lapor solusi tunggu . tindak bu .,Air Tidak Mengalir,Meteran (Macet/Bermasalah),0.3814258366229323
26729,Mereka kerja tapi saya dirumah air tidak jalan. Sudah laporan 3 kali cuma dapat solusi di tunggu ya. Segera di tindak lanjuti kok Bu. Tapi sampai sekarang air di rumah saya masih belum mengalir,tapi sampai sekarang air rumah belum mengalir,"['tapi', 'sampai', 'sekarang', 'air', 'rumah', 'belum', 'mengalir']",tapi sampai sekarang air rumah belum alir,Air Tidak Mengalir,Pelayanan,0.581812538080283
26731,Demi kenyamanan pelanggan trus gerak cepat,kenyamanan pelanggan,"['kenyamanan', 'pelanggan']",nyaman langgan,Pelayanan,Air Tidak Mengalir,0.33034488006307416
26731,Demi kenyamanan pelanggan trus gerak cepat,lalu gerak cepat,"['lalu', 'gerak', 'cepat']",lalu gerak cepat,Pelayanan,Pelayanan,0.8623108891448092
26754,@erfintadini83 telp cs atau marketing koyok telp presiden angel jwaban mesin sibuk terus...sy pasang baru sdh bayar hampir sebiulan tapi blm di pasang,telepon pelayanan pelanggan pemasaran telepon presiden susah jawab mesin sibuk . pasang baru sudah bayar hampir,"['telepon', 'pelayanan', 'pelanggan', 'pemasaran', 'telepon', 'presiden', 'susah', 'jawab', 'mesin', 'sibuk', '.', 'pasang', 'baru', 'sudah', 'bayar', 'hampir']",telepon layan langgan pasar telepon presiden susah jawab mesin sibuk . pasang baru sudah bayar hampir,Pelayanan,Pelayanan,0.37402808619350936
26754,@erfintadini83 telp cs atau marketing koyok telp presiden angel jwaban mesin sibuk terus...sy pasang baru sdh bayar hampir sebiulan tapi blm di pasang,tapi belum pasang,"['tapi', 'belum', 'pasang']",tapi belum pasang,Pemasangan,Air Tidak Mengalir,0.6929626032217242
27003,@pdamsuryasembada kemarin sya sudah dm via whatsapp. Semlm ngalir tapi kecil tp pagi ini sdah mati lg,sudah pesan via whatsapp . malam mengalir,"['sudah', 'pesan', 'via', 'whatsapp', '.', 'malam', 'mengalir']",sudah pesan via whatsapp . malam alir,Pelayanan,Pelayanan,0.4535249971729817
27003,@pdamsuryasembada kemarin sya sudah dm via whatsapp. Semlm ngalir tapi kecil tp pagi ini sdah mati lg,tapi kecil,"['tapi', 'kecil']",tapi kecil,Air Tidak Mengalir,Air Tidak Mengalir,0.6679937866819623
27003,@pdamsuryasembada kemarin sya sudah dm via whatsapp. Semlm ngalir tapi kecil tp pagi ini sdah mati lg,tapi pagi sudah mati,"['tapi', 'pagi', 'sudah', 'mati']",tapi pagi sudah mati,Air Tidak Mengalir,Air Tidak Mengalir,0.5070221205593418
27011,"@inezmaria37 Selamat malam Kak Inez , mohon maaf atas ketidaknyamanannya. Akan segera kami tindaklanjuti . Untuk respon cepat pengaduan dapat melalui aplikasi CIS Pdam yang dapat diunduh di playstore, atau appstore. Terimakasih -G","selamat malam kakak inez , mohon maaf ketidaknyamanan .","['selamat', 'malam', 'kakak', 'inez', ',', 'mohon', 'maaf', 'ketidaknyamanan', '.']","selamat malam kakak inez , mohon maaf ketidaknyamanan .",Lainnya,Air Tidak Mengalir,0.6468463549995398
27011,"@inezmaria37 Selamat malam Kak Inez , mohon maaf atas ketidaknyamanannya. Akan segera kami tindaklanjuti . Untuk respon cepat pengaduan dapat melalui aplikasi CIS Pdam yang dapat diunduh di playstore, atau appstore. Terimakasih -G","akan tindak lanjut . respon cepat pengaduan melalui aplikasi cis pdam unduh playstore , appstore . terima kasih ga","['akan', 'tindak', 'lanjut', '.', 'respon', 'cepat', 'pengaduan', 'melalui', 'aplikasi', 'cis', 'pdam', 'unduh', 'playstore', ',', 'appstore', '.', 'terima', 'kasih', 'ga']","akan tindak lanjut . respon cepat adu lalu aplikasi cis pdam unduh playstore , appstore . terima kasih ga",Pelayanan,Pelayanan,0.9426392686485981
27013,Air di daerah mati. Tp blm ada info. Darurat air krn d rmh g ada tandon dan sumur. Info via chat tp blm direspon. Mungkin lg pada saahur,air daerah mati .,"['air', 'daerah', 'mati', '.']",air daerah mati .,Air Tidak Mengalir,Air Tidak Mengalir,0.4802873458596707
27013,Air di daerah mati. Tp blm ada info. Darurat air krn d rmh g ada tandon dan sumur. Info via chat tp blm direspon. Mungkin lg pada saahur,tapi belum ada informasi . darurat air,"['tapi', 'belum', 'ada', 'informasi', '.', 'darurat', 'air']",tapi belum ada informasi . darurat air,Pelayanan,Pelayanan,0.6441349712068543
27013,Air di daerah mati. Tp blm ada info. Darurat air krn d rmh g ada tandon dan sumur. Info via chat tp blm direspon. Mungkin lg pada saahur,karena rumah ga ada tandon sumur . informasi via chat,"['karena', 'rumah', 'ga', 'ada', 'tandon', 'sumur', '.', 'informasi', 'via', 'chat']",karena rumah ga ada tandon sumur . informasi via chat,Lainnya,Meteran (Macet/Bermasalah),0.38950925534091674
27013,Air di daerah mati. Tp blm ada info. Darurat air krn d rmh g ada tandon dan sumur. Info via chat tp blm direspon. Mungkin lg pada saahur,tapi belum respon . mungkin sahur,"['tapi', 'belum', 'respon', '.', 'mungkin', 'sahur']",tapi belum respon . mungkin sahur,Pelayanan,Pelayanan,0.5688179201405383
27021,"@keegan.danos Kemarin didepan Kantor saya ada kebocoran Pipaa. Saya sudah kirim laporan foto ke PDAM. Bukannya ditambal Pipa yg Bocor Tapi airnya malah dimatikan. Dari Semalam jam 22.00 sampai skrg tidak ada air. Tayamum terus dan Pakai tissue basah.😂 Sudah DM 4 Kali dr kemarin dibalas ""BAIK"" Tapi sampai skrg belum ada perbaikan. SOLUSI PIPA BOCOR=MATIKAN SALURAN AIR.",. danos kantor ada kebocoran pipa . sudah kirim laporan foto pdam . bukan tambal pipa bocor,"['.', 'danos', 'kantor', 'ada', 'kebocoran', 'pipa', '.', 'sudah', 'kirim', 'laporan', 'foto', 'pdam', '.', 'bukan', 'tambal', 'pipa', 'bocor']",. danos kantor ada bocor pipa . sudah kirim lapor foto pdam . bukan tambal pipa bocor,Kebocoran,Kebocoran,0.6259464540194744
27021,"@keegan.danos Kemarin didepan Kantor saya ada kebocoran Pipaa. Saya sudah kirim laporan foto ke PDAM. Bukannya ditambal Pipa yg Bocor Tapi airnya malah dimatikan. Dari Semalam jam 22.00 sampai skrg tidak ada air. Tayamum terus dan Pakai tissue basah.😂 Sudah DM 4 Kali dr kemarin dibalas ""BAIK"" Tapi sampai skrg belum ada perbaikan. SOLUSI PIPA BOCOR=MATIKAN SALURAN AIR.",tapi air mati . tadi malam jam . sampai sekarang tidak ada air . tayamum pakai tisu basah . sudah pesan balas,"['tapi', 'air', 'mati', '.', 'tadi', 'malam', 'jam', '.', 'sampai', 'sekarang', 'tidak', 'ada', 'air', '.', 'tayamum', 'pakai', 'tisu', 'basah', '.', 'sudah', 'pesan', 'balas']",tapi air mati . tadi malam jam . sampai sekarang tidak ada air . tayamum pakai tisu basah . sudah pesan balas,Air Tidak Mengalir,Lainnya,0.34789313306526765
27021,"@keegan.danos Kemarin didepan Kantor saya ada kebocoran Pipaa. Saya sudah kirim laporan foto ke PDAM. Bukannya ditambal Pipa yg Bocor Tapi airnya malah dimatikan. Dari Semalam jam 22.00 sampai skrg tidak ada air. Tayamum terus dan Pakai tissue basah.😂 Sudah DM 4 Kali dr kemarin dibalas ""BAIK"" Tapi sampai skrg belum ada perbaikan. SOLUSI PIPA BOCOR=MATIKAN SALURAN AIR.",tapi sampai sekarang belum ada perbaikan . solusi pipa bocor mati saluran air .,"['tapi', 'sampai', 'sekarang', 'belum', 'ada', 'perbaikan', '.', 'solusi', 'pipa', 'bocor', 'mati', 'saluran', 'air', '.']",tapi sampai sekarang belum ada baik . solusi pipa bocor mati salur air .,Pelayanan,Pelayanan,0.5269335783056929
27026,@pdamsuryasembada nah itu kan sy komen kejawan gebang min..ini beda org apa gmna yg balesin. Kmren kan sy minta tlong update area kejawan gebang. Dan ga ada di semua medsos PDAM mengenai akan adanya gangguan pdam di area rmh sy yaitu kejawan gebang makanya sy mjnta update..sy smpek tnya cs telp via bebas pulsanya itu dan di info blm ada info di lapangan mengenai gangguan di daerah sy inim gituloh min. Makanya sy bilang BIASAnya kan ada info di medsosnya..nah ini ga ada sm skali. Makanya kita ga bs prepare tampung air,kan komen kejawan gebang admin . beda balas . kan pembaruan area kejawan gebang . ga ada medsos pdam,"['kan', 'komen', 'kejawan', 'gebang', 'admin', '.', 'beda', 'balas', '.', 'kan', 'pembaruan', 'area', 'kejawan', 'gebang', '.', 'ga', 'ada', 'medsos', 'pdam']",kan komen kejawan gebang admin . beda balas . kan baru area kejawan gebang . ga ada medsos pdam,Air Tidak Mengalir,Air Tidak Mengalir,0.7041367646290215
27026,@pdamsuryasembada nah itu kan sy komen kejawan gebang min..ini beda org apa gmna yg balesin. Kmren kan sy minta tlong update area kejawan gebang. Dan ga ada di semua medsos PDAM mengenai akan adanya gangguan pdam di area rmh sy yaitu kejawan gebang makanya sy mjnta update..sy smpek tnya cs telp via bebas pulsanya itu dan di info blm ada info di lapangan mengenai gangguan di daerah sy inim gituloh min. Makanya sy bilang BIASAnya kan ada info di medsosnya..nah ini ga ada sm skali. Makanya kita ga bs prepare tampung air,akan gangguan pdam area rumah kejawan gebang pembaruan . sampai pelayanan pelanggan telepon via bebas pulsa informasi belum ada informasi lapangan gangguan daerah admin . bilang kan ada informasi medsosnya . ga ada sekali . ga siap-siap tampung air,"['akan', 'gangguan', 'pdam', 'area', 'rumah', 'kejawan', 'gebang', 'pembaruan', '.', 'sampai', 'pelayanan', 'pelanggan', 'telepon', 'via', 'bebas', 'pulsa', 'informasi', 'belum', 'ada', 'informasi', 'lapangan', 'gangguan', 'daerah', 'admin', '.', 'bilang', 'kan', 'ada', 'informasi', 'medsosnya', '.', 'ga', 'ada', 'sekali', '.', 'ga', 'siap-siap', 'tampung', 'air']",akan ganggu pdam area rumah kejawan gebang baru . sampai layan langgan telepon via bebas pulsa informasi belum ada informasi lapang ganggu daerah admin . bilang kan ada informasi medsosnya . ga ada sekali . ga siap tampung air,Pelayanan,Pelayanan,0.3638973476483854
27033,"Dampak dari galian box Calvert sering terjadi, internet putus hampir seharian karena kena galian box culvert,  PDAM juga , Surabaya bertebaran box culvert,  debu, jalan bergelombang, macet sdh merupakan bagian sehari-hari yg dirasakan warga","dampak galian kotak culvert , internet putus hampir seharian","['dampak', 'galian', 'kotak', 'culvert', ',', 'internet', 'putus', 'hampir', 'seharian']","dampak gali kotak culvert , internet putus hampir hari",Lainnya,Air Tidak Mengalir,0.44496814312269817
27033,"Dampak dari galian box Calvert sering terjadi, internet putus hampir seharian karena kena galian box culvert,  PDAM juga , Surabaya bertebaran box culvert,  debu, jalan bergelombang, macet sdh merupakan bagian sehari-hari yg dirasakan warga","karena kena galian kotak culvert , pdam , surabaya bertebaran kotak culvert , debu , jalan bergelombang , macet sudah bagian sehari warga","['karena', 'kena', 'galian', 'kotak', 'culvert', ',', 'pdam', ',', 'surabaya', 'bertebaran', 'kotak', 'culvert', ',', 'debu', ',', 'jalan', 'bergelombang', ',', 'macet', 'sudah', 'bagian', 'sehari', 'warga']","karena kena gali kotak culvert , pdam , surabaya tebar kotak culvert , debu , jalan gelombang , macet sudah bagi hari warga",Lainnya,Air Tidak Mengalir,0.40336283059962486
27046,"Min mau tanya. Tagihan sudah tidak aktiv,nominal tagihan akan menjadi tunggakan pada tagihan berjalan. Kan belum abis bulan ini min,biasanya bisa kok. Kok sekarang gini min?","admin . tagihan sudah tidak aktiv , nominal tagihan","['admin', '.', 'tagihan', 'sudah', 'tidak', 'aktiv', ',', 'nominal', 'tagihan']","admin . tagih sudah tidak aktiv , nominal tagih",Harga,Harga,0.37351947624683673
27046,"Min mau tanya. Tagihan sudah tidak aktiv,nominal tagihan akan menjadi tunggakan pada tagihan berjalan. Kan belum abis bulan ini min,biasanya bisa kok. Kok sekarang gini min?","akan tunggakan tagihan berjalan . kan belum habis admin , . sekarang gini admin ?","['akan', 'tunggakan', 'tagihan', 'berjalan', '.', 'kan', 'belum', 'habis', 'admin', ',', '.', 'sekarang', 'gini', 'admin', '?']","akan tunggak tagih jalan . kan belum habis admin , . sekarang gin admin ?",Lainnya,Lainnya,0.3459743847750127
27048,"@pdamsuryasembada biasanya bayar akhir bulan tidak apa apa min. Kalau bayar besok,apakah akan kena admin bukaan min? Karena sudah masuk 3 bulan min","bayar tidak admin . bayar besok ,","['bayar', 'tidak', 'admin', '.', 'bayar', 'besok', ',']","bayar tidak admin . bayar besok ,",Harga,Harga,0.651274924117391
27048,"@pdamsuryasembada biasanya bayar akhir bulan tidak apa apa min. Kalau bayar besok,apakah akan kena admin bukaan min? Karena sudah masuk 3 bulan min",akan kena admin pembukaan admin ?,"['akan', 'kena', 'admin', 'pembukaan', 'admin', '?']",akan kena admin buka admin ?,Lainnya,Lainnya,0.6188684149735824
27048,"@pdamsuryasembada biasanya bayar akhir bulan tidak apa apa min. Kalau bayar besok,apakah akan kena admin bukaan min? Karena sudah masuk 3 bulan min",karena sudah masuk admin,"['karena', 'sudah', 'masuk', 'admin']",karena sudah masuk admin,Lainnya,Lainnya,0.43697431529544667
27072,"Kerja PDAM surya sembada sudah sangat bagus responsif, tinggal kontraktor Box Culvert yg harus mendapat teguran dan sanksi Cak @ericahyadi_ @call112surabaya berkali2 menyusahkan warga karena aliran PDAM bocor efek proyek","kerja pdam surya sembada sudah sangat bagus responsif , kontraktor kotak culvert harus teguran sanksi kak menyusahkan warga","['kerja', 'pdam', 'surya', 'sembada', 'sudah', 'sangat', 'bagus', 'responsif', ',', 'kontraktor', 'kotak', 'culvert', 'harus', 'teguran', 'sanksi', 'kak', 'menyusahkan', 'warga']","kerja pdam surya sembada sudah sangat bagus responsif , kontraktor kotak culvert harus tegur sanksi kak susah warga",Pelayanan,Lainnya,0.45872056907117265
27072,"Kerja PDAM surya sembada sudah sangat bagus responsif, tinggal kontraktor Box Culvert yg harus mendapat teguran dan sanksi Cak @ericahyadi_ @call112surabaya berkali2 menyusahkan warga karena aliran PDAM bocor efek proyek",karena aliran pdam bocor efek proyek,"['karena', 'aliran', 'pdam', 'bocor', 'efek', 'proyek']",karena alir pdam bocor efek proyek,Kebocoran,Kebocoran,0.334676457698328
27074,"Yg terhormat Bpk Walikota @ericahyadi_ dan Pimpinan @pdamsuryasembada : Mau ada perbaikan jalan...proyek box culvert dimanapun....silakan. Tp tlg dgn sgt utk pengerjaan proyek apapun utk tdk mengganggu warga dgn pipa bocorlah, air matilah dan drama2 lainnya. 🤨🤨Tlg dgn hormat Bpk/Ibu Pimpinan Pemkot. 🙏🙏 Titip jg utk pengerjaan box culvert or gorong2 di Jl. Kertajaya antara toko buku Alta dan Toko Elektronik UFO....tlg diberi jembatan penyeberangan ditembok pembatas box culvertnya spy warga nggak hrs muter kalau mau nyebrang setelah turun dari bus @transsemanggisbs.official atau mobil @wirawirisuroboyo . Demikian keluhan saya sbg warga Surabaya. Makaci",terhormat walikota pimpinan ada perbaikan jalan . proyek kotak culvert dimanapun . silakan .,"['terhormat', 'walikota', 'pimpinan', 'ada', 'perbaikan', 'jalan', '.', 'proyek', 'kotak', 'culvert', 'dimanapun', '.', 'silakan', '.']",hormat walikota pimpin ada baik jalan . proyek kotak culvert mana . sila .,Lainnya,Lainnya,0.4034376162204487
27074,"Yg terhormat Bpk Walikota @ericahyadi_ dan Pimpinan @pdamsuryasembada : Mau ada perbaikan jalan...proyek box culvert dimanapun....silakan. Tp tlg dgn sgt utk pengerjaan proyek apapun utk tdk mengganggu warga dgn pipa bocorlah, air matilah dan drama2 lainnya. 🤨🤨Tlg dgn hormat Bpk/Ibu Pimpinan Pemkot. 🙏🙏 Titip jg utk pengerjaan box culvert or gorong2 di Jl. Kertajaya antara toko buku Alta dan Toko Elektronik UFO....tlg diberi jembatan penyeberangan ditembok pembatas box culvertnya spy warga nggak hrs muter kalau mau nyebrang setelah turun dari bus @transsemanggisbs.official atau mobil @wirawirisuroboyo . Demikian keluhan saya sbg warga Surabaya. Makaci","tapi sangat pengerjaan proyek apapun tidak mengganggu warga pipa bocor , air mati drama . hormat ibu pimpinan pemerintah kota . titip pengerjaan kotak culvert gorong-gorong jalan . kertajaya toko buku toko elektronik ufo . jembatan penyeberangan tembok pembatas kotak culvert warga tidak harus berputar sebrang turun bus . official mobil . keluhan sbg warga surabaya .","['tapi', 'sangat', 'pengerjaan', 'proyek', 'apapun', 'tidak', 'mengganggu', 'warga', 'pipa', 'bocor', ',', 'air', 'mati', 'drama', '.', 'hormat', 'ibu', 'pimpinan', 'pemerintah', 'kota', '.', 'titip', 'pengerjaan', 'kotak', 'culvert', 'gorong-gorong', 'jalan', '.', 'kertajaya', 'toko', 'buku', 'toko', 'elektronik', 'ufo', '.', 'jembatan', 'penyeberangan', 'tembok', 'pembatas', 'kotak', 'culvert', 'warga', 'tidak', 'harus', 'berputar', 'sebrang', 'turun', 'bus', '.', 'official', 'mobil', '.', 'keluhan', 'sbg', 'warga', 'surabaya', '.']","tapi sangat kerja proyek apa tidak ganggu warga pipa bocor , air mati drama . hormat ibu pimpin perintah kota . titip kerja kotak culvert gorong-gorong jalan . kertajaya toko buku toko elektronik ufo . jembatan seberang tembok batas kotak culvert warga tidak harus putar sebrang turun bus . official mobil . keluh sbg warga surabaya .",Air Tidak Mengalir,Air Tidak Mengalir,0.3300586710291489
27092,Terus kapan dong daerah Bulaksari dan sekitarnya d perbaiki? Krn udh 1 mingguan ga ngalir PDAM.. Dpt bantuan tangki 2 kali.. Selebihx kita beli air gledekan... Mohon penjelasan x.. Terimakasih 🙏,kapan daerah bulaksari ?,"['kapan', 'daerah', 'bulaksari', '?']",kapan daerah bulaksari ?,Air Tidak Mengalir,Air Tidak Mengalir,0.3226406247975405
27092,Terus kapan dong daerah Bulaksari dan sekitarnya d perbaiki? Krn udh 1 mingguan ga ngalir PDAM.. Dpt bantuan tangki 2 kali.. Selebihx kita beli air gledekan... Mohon penjelasan x.. Terimakasih 🙏,karena sudah mingguan ga mengalir pdam . bantuan tangki . selebihnya beli air troli . mohon penjelasan . terima kasih,"['karena', 'sudah', 'mingguan', 'ga', 'mengalir', 'pdam', '.', 'bantuan', 'tangki', '.', 'selebihnya', 'beli', 'air', 'troli', '.', 'mohon', 'penjelasan', '.', 'terima', 'kasih']",karena sudah minggu ga alir pdam . bantu tangki . lebih beli air troli . mohon jelas . terima kasih,Pelayanan,Air Kotor/Bau,0.35053353383284747
27096,Wilayah Gubeng Kertajaya air tidak nyala sejak kemarin. Malamnya jalan tapi kecil sekali. Tapi pagi ini airnya mati lagi. Apakah ada perbaikan atau kenapa ya. Mohon perhatian nya. Terima kasih,wilayah gubeng kertajaya air tidak hidup . malam jalan,"['wilayah', 'gubeng', 'kertajaya', 'air', 'tidak', 'hidup', '.', 'malam', 'jalan']",wilayah gubeng kertajaya air tidak hidup . malam jalan,Air Tidak Mengalir,Air Tidak Mengalir,0.5275918949729104
27096,Wilayah Gubeng Kertajaya air tidak nyala sejak kemarin. Malamnya jalan tapi kecil sekali. Tapi pagi ini airnya mati lagi. Apakah ada perbaikan atau kenapa ya. Mohon perhatian nya. Terima kasih,tapi kecil sekali .,"['tapi', 'kecil', 'sekali', '.']",tapi kecil sekali .,Air Tidak Mengalir,Air Tidak Mengalir,0.7759292894037693
27096,Wilayah Gubeng Kertajaya air tidak nyala sejak kemarin. Malamnya jalan tapi kecil sekali. Tapi pagi ini airnya mati lagi. Apakah ada perbaikan atau kenapa ya. Mohon perhatian nya. Terima kasih,tapi pagi air mati . ada perbaikan . mohon perhatian nya . terima kasih,"['tapi', 'pagi', 'air', 'mati', '.', 'ada', 'perbaikan', '.', 'mohon', 'perhatian', 'nya', '.', 'terima', 'kasih']",tapi pagi air mati . ada baik . mohon perhati nya . terima kasih,Air Tidak Mengalir,Air Tidak Mengalir,0.4039536072619927
27125,"saya bayar air g perna telat tp air ga perna kluar kluar cmn mlm jam 1 sampe jm 5 abisitu ga kluar lagi, pak saya warga asli surabaya loh pengaduan dr dulu sampe skrng gak ada perubahan respon jg gt gt aja saya bayar full air ga perna kluar, tlg ditindak lanjuti",bayar air ga terlambat,"['bayar', 'air', 'ga', 'terlambat']",bayar air ga lambat,Harga,Harga,0.6099609745819039
27125,"saya bayar air g perna telat tp air ga perna kluar kluar cmn mlm jam 1 sampe jm 5 abisitu ga kluar lagi, pak saya warga asli surabaya loh pengaduan dr dulu sampe skrng gak ada perubahan respon jg gt gt aja saya bayar full air ga perna kluar, tlg ditindak lanjuti","tapi air ga keluar keluar cuman malam jam sampai jam ga keluar , warga asli surabaya loh pengaduan sampai sekarang tidak ada perubahan respon bayar penuh air ga keluar , tindak","['tapi', 'air', 'ga', 'keluar', 'keluar', 'cuman', 'malam', 'jam', 'sampai', 'jam', 'ga', 'keluar', ',', 'warga', 'asli', 'surabaya', 'loh', 'pengaduan', 'sampai', 'sekarang', 'tidak', 'ada', 'perubahan', 'respon', 'bayar', 'penuh', 'air', 'ga', 'keluar', ',', 'tindak']","tapi air ga keluar keluar cuman malam jam sampai jam ga keluar , warga asli surabaya loh adu sampai sekarang tidak ada ubah respon bayar penuh air ga keluar , tindak",Air Tidak Mengalir,Air Tidak Mengalir,0.5307819227882681
27179,Ini daerah Jetis kulon/wnkromo airnya kok keruh ya min. Apa krn terdampak juga😢,daerah jetis kulon wnkromo air keruh admin .,"['daerah', 'jetis', 'kulon', 'wnkromo', 'air', 'keruh', 'admin', '.']",daerah jetis kulon wnkromo air keruh admin .,Air Kotor/Bau,Air Kotor/Bau,0.5408669877414851
27179,Ini daerah Jetis kulon/wnkromo airnya kok keruh ya min. Apa krn terdampak juga😢,karena dampak,"['karena', 'dampak']",karena dampak,Lainnya,Lainnya,0.5724205379288627
27197,hallo min saya sudah daftar pasang baru dari bulan februari tapi belom ada respon sudah menghubungi marketing wilayah kecamatan mulyorejo tapi tidak respon sama sekali,halo admin sudah daftar pasang baru februari,"['halo', 'admin', 'sudah', 'daftar', 'pasang', 'baru', 'februari']",halo admin sudah daftar pasang baru februari,Pemasangan,Pemasangan,0.46375634228927765
27197,hallo min saya sudah daftar pasang baru dari bulan februari tapi belom ada respon sudah menghubungi marketing wilayah kecamatan mulyorejo tapi tidak respon sama sekali,tapi belum ada respon sudah menghubungi pemasaran wilayah kecamatan mulyorejo,"['tapi', 'belum', 'ada', 'respon', 'sudah', 'menghubungi', 'pemasaran', 'wilayah', 'kecamatan', 'mulyorejo']",tapi belum ada respon sudah hubung pasar wilayah camat mulyorejo,Pelayanan,Pelayanan,0.4631221749912484
27197,hallo min saya sudah daftar pasang baru dari bulan februari tapi belom ada respon sudah menghubungi marketing wilayah kecamatan mulyorejo tapi tidak respon sama sekali,tapi tidak respon sekali,"['tapi', 'tidak', 'respon', 'sekali']",tapi tidak respon sekali,Pelayanan,Lainnya,0.4674232913657812
27199,Apresiasi buat PDAM Surabaya atas bs melayani kebutuhan air warga kota dg kuwotanya tp sayang kualitas airnya yg mhn untuk di tingkatkan 🙏,apresiasi pdam surabaya melayani kebutuhan air warga kota kuota,"['apresiasi', 'pdam', 'surabaya', 'melayani', 'kebutuhan', 'air', 'warga', 'kota', 'kuota']",apresiasi pdam surabaya layan butuh air warga kota kuota,Pelayanan,Air Tidak Mengalir,0.4713487583911897
27199,Apresiasi buat PDAM Surabaya atas bs melayani kebutuhan air warga kota dg kuwotanya tp sayang kualitas airnya yg mhn untuk di tingkatkan 🙏,tapi sayang kualitas air mohon,"['tapi', 'sayang', 'kualitas', 'air', 'mohon']",tapi sayang kualitas air mohon,Air Kotor/Bau,Air Kotor/Bau,0.40580757021574876
27234,"@pdamsuryasembada saya sudah dm + wa loh min, tapi gak ada solusi sama sekali, apa saya perlu datang ke kantornya saja?!","sudah pesan whatsapp loh admin ,","['sudah', 'pesan', 'whatsapp', 'loh', 'admin', ',']","sudah pesan whatsapp loh admin ,",Pelayanan,Pelayanan,0.498473477738074
27234,"@pdamsuryasembada saya sudah dm + wa loh min, tapi gak ada solusi sama sekali, apa saya perlu datang ke kantornya saja?!","tapi tidak ada solusi sekali , perlu datang kantor ? !","['tapi', 'tidak', 'ada', 'solusi', 'sekali', ',', 'perlu', 'datang', 'kantor', '?', '!']","tapi tidak ada solusi sekali , perlu datang kantor ? !",Pelayanan,Pelayanan,0.4444985381909454
27240,"Air nya kenceng banget lancar 24 jam, tapi agak mahal tagihannya. Its ok lah penting lancar, bersih dan tidak ada kendala
Daerah jambangan Surabaya.
Good work 👏.","air nya kenceng sekali lancar jam ,","['air', 'nya', 'kenceng', 'sekali', 'lancar', 'jam', ',']","air nya kenceng sekali lancar jam ,",Air Tidak Mengalir,Air Tidak Mengalir,0.3799001898705418
27240,"Air nya kenceng banget lancar 24 jam, tapi agak mahal tagihannya. Its ok lah penting lancar, bersih dan tidak ada kendala
Daerah jambangan Surabaya.
Good work 👏.","tapi agak mahal tagihan . its ok lancar , bersih tidak ada kendala daerah jambangan surabaya . bagus kerja .","['tapi', 'agak', 'mahal', 'tagihan', '.', 'its', 'ok', 'lancar', ',', 'bersih', 'tidak', 'ada', 'kendala', 'daerah', 'jambangan', 'surabaya', '.', 'bagus', 'kerja', '.']","tapi agak mahal tagih . its ok lancar , bersih tidak ada kendala daerah jambang surabaya . bagus kerja .",Harga,Lainnya,0.34739315792695125
27249,Air dirumah saya mati sudah 1 hari saya minta tangki tapi gak dikirim tolonglah,air rumah mati sudah tangki,"['air', 'rumah', 'mati', 'sudah', 'tangki']",air rumah mati sudah tangki,Air Tidak Mengalir,Air Tidak Mengalir,0.5468101932340106
27249,Air dirumah saya mati sudah 1 hari saya minta tangki tapi gak dikirim tolonglah,tapi tidak kirim,"['tapi', 'tidak', 'kirim']",tapi tidak kirim,Lainnya,Lainnya,0.5345597780410899
